id,trx_dt,cust_id,prd_id,qty,total_price
1523,2022-11-04,43,23,3,31500
1524,2022-11-04,96,32,4,88800
1525,2022-11-04,15,23,8,84000
1526,2022-11-03,63,25,9,41400
1527,2022-11-03,19,25,4,18400
1528,2022-11-02,47,20,6,117000
1529,2022-11-02,50,12,9,102600
1530,2022-11-03,92,27,4,23200
1531,2022-11-02,93,32,2,44400
1532,2022-11-05,2,9,6,66600
1533,2022-11-02,68,16,1,9100
1534,2022-11-02,9,21,7,21000
1535,2022-11-01,51,25,6,27600
1536,2022-11-03,49,12,7,79800
1537,2022-11-03,16,22,10,30000
1538,2022-11-01,91,35,5,92500
1539,2022-11-04,48,31,10,89000
1540,2022-11-04,88,28,9,52200
1541,2022-11-03,88,33,5,147500
1542,2022-11-03,71,21,9,27000
1543,2022-11-05,39,10,7,80500
1544,2022-11-03,71,27,7,40600
1545,2022-11-03,40,24,5,23000
1546,2022-11-03,23,14,4,45600
1547,2022-11-01,95,35,7,129500
1548,2022-11-04,56,20,10,195000
1549,2022-11-05,20,10,1,11500
1550,2022-11-04,62,26,4,23200
1551,2022-11-03,46,16,4,36400
1552,2022-11-05,27,8,3,9300
1553,2022-11-03,94,16,1,9100
1554,2022-11-05,95,8,3,9300
1555,2022-11-01,4,14,10,114000
1556,2022-11-05,54,9,1,11100
1557,2022-11-05,77,23,10,105000
1558,2022-11-03,2,32,2,44400
1559,2022-11-05,66,34,1,36600
1560,2022-11-02,41,2,8,24800
1561,2022-11-02,82,16,8,72800
1562,2022-11-05,54,15,3,25800
1563,2022-11-04,76,9,4,44400
1564,2022-11-04,10,21,9,27000
1565,2022-11-01,25,35,8,148000
1566,2022-11-05,89,6,5,15500
1567,2022-11-04,13,11,8,92800
1568,2022-11-04,98,28,5,29000
1569,2022-11-03,24,15,5,43000
1570,2022-11-02,30,19,5,151500
1571,2022-11-02,29,29,5,14000
1572,2022-11-05,36,28,2,11600
1573,2022-11-01,48,16,6,54600
1574,2022-11-04,47,13,9,102600
1575,2022-11-02,38,6,9,27900
1576,2022-11-02,66,24,6,27600
1577,2022-11-04,82,25,2,9200
1578,2022-11-03,22,5,2,6200
1579,2022-11-03,52,35,10,185000
1580,2022-11-01,79,32,1,22200
1581,2022-11-04,57,25,5,23000
1582,2022-11-04,4,16,7,63700
1583,2022-11-02,84,28,2,11600
1584,2022-11-02,6,35,5,92500
1585,2022-11-04,71,20,7,136500
1586,2022-11-03,15,15,8,68800
1587,2022-11-04,93,18,9,78300
1588,2022-11-01,39,3,6,18600
1589,2022-11-02,6,4,4,12400
1590,2022-11-02,50,34,9,329400
1591,2022-11-05,21,9,5,55500
1592,2022-11-04,36,7,8,24800
1593,2022-11-01,81,27,9,52200
1594,2022-11-03,5,16,3,27300
1595,2022-11-01,61,4,10,31000
1596,2022-11-03,42,2,7,21700
1597,2022-11-03,52,25,9,41400
1598,2022-11-02,58,27,10,58000
1599,2022-11-02,86,14,10,114000
1600,2022-11-03,59,7,8,24800
1601,2022-11-04,98,20,8,156000
1602,2022-11-05,7,30,2,39200
1603,2022-11-05,83,35,5,92500
1604,2022-11-05,3,28,6,34800
1605,2022-11-02,10,28,9,52200
1606,2022-11-03,8,15,10,86000
1607,2022-11-02,33,20,9,175500
1608,2022-11-03,1,32,3,66600
1609,2022-11-01,55,26,5,29000
1610,2022-11-05,32,15,4,34400
1611,2022-11-05,75,12,5,57000
1612,2022-11-02,83,32,4,88800
1613,2022-11-04,13,11,1,11600
1614,2022-11-01,47,8,10,31000
1615,2022-11-05,62,13,2,22800
1616,2022-11-02,60,26,6,34800
1617,2022-11-02,19,10,5,57500
1618,2022-11-01,9,32,9,199800
1619,2022-11-04,14,30,5,98000
1620,2022-11-05,38,16,1,9100
1621,2022-11-05,3,6,6,18600
1622,2022-11-05,61,33,2,59000
1623,2022-11-05,26,9,10,111000
1624,2022-11-04,23,7,2,6200
1625,2022-11-03,14,9,8,88800
1626,2022-11-01,2,29,1,2800
1627,2022-11-03,97,21,5,15000
1628,2022-11-03,43,11,6,69600
1629,2022-11-04,42,4,3,9300
1630,2022-11-03,33,8,2,6200
1631,2022-11-05,31,19,10,303000
1632,2022-11-03,13,11,1,11600
1633,2022-11-05,89,26,4,23200
1634,2022-11-05,92,26,8,46400
1635,2022-11-02,17,19,9,272700
1636,2022-11-05,97,4,5,15500
1637,2022-11-02,76,11,9,104400
1638,2022-11-01,13,22,2,6000
1639,2022-11-01,85,17,2,4800
1640,2022-11-01,12,27,8,46400
1641,2022-11-03,83,22,8,24000
1642,2022-11-01,25,28,2,11600
1643,2022-11-04,90,15,3,25800
1644,2022-11-01,80,30,8,156800
1645,2022-11-04,17,11,1,11600
1646,2022-11-02,35,11,3,34800
1647,2022-11-05,65,23,3,31500
1648,2022-11-02,80,15,8,68800
1649,2022-11-04,42,13,3,34200
1650,2022-11-03,23,32,8,177600
1651,2022-11-03,5,18,2,17400
1652,2022-11-02,58,33,6,177000
1653,2022-11-01,8,27,9,52200
1654,2022-11-04,22,12,2,22800
1655,2022-11-01,55,15,7,60200
1656,2022-11-02,43,20,3,58500
1657,2022-11-02,49,1,8,24800
1658,2022-11-03,93,31,4,35600
1659,2022-11-04,47,4,1,3100
1660,2022-11-02,47,11,6,69600
1661,2022-11-05,93,19,6,181800
1662,2022-11-01,96,25,5,23000
1663,2022-11-04,20,18,6,52200
1664,2022-11-04,39,12,2,22800
1665,2022-11-03,70,13,7,79800
1666,2022-11-05,6,4,4,12400
1667,2022-11-03,49,35,2,37000
1668,2022-11-05,54,17,9,21600
1669,2022-11-02,25,34,4,146400
1670,2022-11-03,42,34,3,109800
1671,2022-11-01,6,22,5,15000
1672,2022-11-02,77,35,3,55500
1673,2022-11-03,94,11,5,58000
1674,2022-11-01,88,7,1,3100
1675,2022-11-03,33,29,5,14000
1676,2022-11-04,27,32,3,66600
1677,2022-11-05,14,28,1,5800
1678,2022-11-05,16,34,10,366000
1679,2022-11-01,50,22,8,24000
1680,2022-11-05,57,34,10,366000
1681,2022-11-05,94,5,1,3100
1682,2022-11-05,58,15,9,77400
1683,2022-11-02,54,1,1,3100
1684,2022-11-02,62,3,10,31000
1685,2022-11-02,48,27,4,23200
1686,2022-11-02,84,26,3,17400
1687,2022-11-05,62,18,2,17400
1688,2022-11-01,67,24,10,46000
1689,2022-11-01,98,34,8,292800
1690,2022-11-04,41,13,2,22800
1691,2022-11-01,17,28,8,46400
1692,2022-11-05,77,15,7,60200
1693,2022-11-04,99,29,7,19600
1694,2022-11-03,52,5,7,21700
1695,2022-11-05,11,19,1,30300
1696,2022-11-01,34,29,6,16800
1697,2022-11-04,86,5,4,12400
1698,2022-11-01,83,11,5,58000
1699,2022-11-01,73,4,4,12400
1700,2022-11-03,1,5,3,9300
1701,2022-11-03,63,24,7,32200
1702,2022-11-04,27,22,2,6000
1703,2022-11-05,94,18,3,26100
1704,2022-11-02,24,11,8,92800
1705,2022-11-02,27,25,3,13800
1706,2022-11-04,37,7,9,27900
1707,2022-11-05,88,26,10,58000
1708,2022-11-02,46,10,1,11500
1709,2022-11-05,48,12,4,45600
1710,2022-11-01,86,10,7,80500
1711,2022-11-04,96,22,1,3000
1712,2022-11-04,4,18,5,43500
1713,2022-11-03,42,9,1,11100
1714,2022-11-01,34,26,2,11600
1715,2022-11-02,44,31,8,71200
1716,2022-11-05,55,35,6,111000
1717,2022-11-02,90,21,2,6000
1718,2022-11-03,89,32,7,155400
1719,2022-11-03,83,14,6,68400
1720,2022-11-04,93,22,2,6000
1721,2022-11-02,84,14,10,114000
1722,2022-11-01,100,32,3,66600
1723,2022-11-05,42,16,1,9100
1724,2022-11-03,47,1,7,21700
1725,2022-11-03,5,8,7,21700
1726,2022-11-02,47,18,7,60900
1727,2022-11-01,4,27,1,5800
1728,2022-11-02,9,4,7,21700
1729,2022-11-05,43,17,5,12000
1730,2022-11-04,56,15,10,86000
1731,2022-11-05,5,23,1,10500
1732,2022-11-05,84,7,3,9300
1733,2022-11-05,95,27,7,40600
1734,2022-11-01,79,12,3,34200
1735,2022-11-05,83,33,1,29500
1736,2022-11-01,62,31,8,71200
1737,2022-11-05,32,14,5,57000
1738,2022-11-02,100,17,1,2400
1739,2022-11-02,31,3,2,6200
1740,2022-11-05,70,30,1,19600
1741,2022-11-01,41,29,9,25200
1742,2022-11-03,21,3,7,21700
1743,2022-11-03,71,23,4,42000
1744,2022-11-01,8,2,1,3100
1745,2022-11-05,47,8,8,24800
1746,2022-11-01,77,11,9,104400
1747,2022-11-03,80,9,7,77700
1748,2022-11-05,96,24,4,18400
1749,2022-11-01,70,23,10,105000
1750,2022-11-05,29,17,5,12000
1751,2022-11-01,56,10,7,80500
1752,2022-11-01,90,35,8,148000
1753,2022-11-01,86,14,4,45600
1754,2022-11-04,38,2,8,24800
1755,2022-11-03,61,34,9,329400
1756,2022-11-04,87,14,3,34200
1757,2022-11-05,82,35,7,129500
1758,2022-11-05,1,24,7,32200
1759,2022-11-04,55,33,4,118000
1760,2022-11-05,39,11,4,46400
1761,2022-11-05,24,27,6,34800
1762,2022-11-04,100,24,10,46000
1763,2022-11-02,54,13,5,57000
1764,2022-11-05,93,24,3,13800
1765,2022-11-02,75,15,10,86000
1766,2022-11-05,18,23,1,10500
1767,2022-11-03,4,11,4,46400
1768,2022-11-03,8,29,10,28000
1769,2022-11-05,83,27,4,23200
1770,2022-11-05,34,15,9,77400
1771,2022-11-05,97,25,4,18400
1772,2022-11-05,28,5,4,12400
1773,2022-11-02,63,27,8,46400
1774,2022-11-01,80,21,4,12000
1775,2022-11-04,66,12,5,57000
1776,2022-11-02,5,6,7,21700
1777,2022-11-04,19,34,9,329400
1778,2022-11-01,21,11,10,116000
1779,2022-11-01,24,8,1,3100
1780,2022-11-03,46,13,2,22800
1781,2022-11-02,98,6,3,9300
1782,2022-11-05,60,21,8,24000
1783,2022-11-02,42,28,4,23200
1784,2022-11-04,81,10,8,92000
1785,2022-11-05,12,31,7,62300
1786,2022-11-05,35,8,8,24800
1787,2022-11-04,66,7,9,27900
1788,2022-11-01,1,11,7,81200
1789,2022-11-05,56,12,6,68400
1790,2022-11-01,56,25,6,27600
1791,2022-11-04,26,17,10,24000
1792,2022-11-05,29,23,7,73500
1793,2022-11-02,73,35,10,185000
1794,2022-11-04,81,27,2,11600
1795,2022-11-05,63,27,10,58000
1796,2022-11-04,95,19,9,272700
1797,2022-11-01,44,32,9,199800
1798,2022-11-02,4,28,10,58000
1799,2022-11-03,21,33,1,29500
1800,2022-11-04,85,9,10,111000
1801,2022-11-01,99,5,5,15500
1802,2022-11-04,29,16,10,91000
1803,2022-11-01,71,18,2,17400
1804,2022-11-04,56,33,1,29500
1805,2022-11-01,96,17,10,24000
1806,2022-11-02,86,22,5,15000
1807,2022-11-03,7,21,8,24000
1808,2022-11-01,95,20,7,136500
1809,2022-11-02,90,19,4,121200
1810,2022-11-05,95,9,6,66600
1811,2022-11-05,24,15,9,77400
1812,2022-11-03,25,3,4,12400
1813,2022-11-03,7,31,8,71200
1814,2022-11-01,11,33,6,177000
1815,2022-11-05,44,25,10,46000
1816,2022-11-04,59,7,8,24800
1817,2022-11-02,61,14,10,114000
1818,2022-11-01,72,19,2,60600
1819,2022-11-02,54,21,4,12000
1820,2022-11-04,26,15,2,17200
1821,2022-11-02,5,17,3,7200
1822,2022-11-02,50,8,3,9300
1823,2022-11-03,47,3,10,31000
1824,2022-11-02,79,15,3,25800
1825,2022-11-03,99,2,8,24800
1826,2022-11-04,8,21,3,9000
1827,2022-11-05,46,8,7,21700
1828,2022-11-05,23,15,6,51600
1829,2022-11-01,75,27,4,23200
1830,2022-11-04,9,16,5,45500
1831,2022-11-03,6,20,1,19500
1832,2022-11-04,7,26,1,5800
1833,2022-11-05,88,27,4,23200
1834,2022-11-05,54,17,8,19200
1835,2022-11-05,100,33,5,147500
1836,2022-11-03,38,7,6,18600
1837,2022-11-02,80,22,10,30000
1838,2022-11-05,72,21,7,21000
1839,2022-11-01,57,19,2,60600
1840,2022-11-04,35,16,2,18200
1841,2022-11-02,98,19,9,272700
1842,2022-11-02,97,31,4,35600
1843,2022-11-02,40,34,4,146400
1844,2022-11-04,100,18,10,87000
1845,2022-11-05,89,27,2,11600
1846,2022-11-03,30,14,9,102600
1847,2022-11-04,23,30,7,137200
1848,2022-11-04,96,26,9,52200
1849,2022-11-02,71,17,4,9600
1850,2022-11-05,3,9,3,33300
1851,2022-11-04,27,35,5,92500
1852,2022-11-05,60,3,3,9300
1853,2022-11-05,99,11,7,81200
1854,2022-11-04,67,27,9,52200
1855,2022-11-04,70,5,7,21700
1856,2022-11-02,32,26,5,29000
1857,2022-11-04,52,31,2,17800
1858,2022-11-04,79,6,9,27900
1859,2022-11-03,51,14,8,91200
1860,2022-11-02,43,30,6,117600
1861,2022-11-01,27,4,4,12400
1862,2022-11-01,54,12,9,102600
1863,2022-11-02,89,10,10,115000
1864,2022-11-05,80,16,2,18200
1865,2022-11-05,68,22,9,27000
1866,2022-11-01,1,3,5,15500
1867,2022-11-01,31,2,9,27900
1868,2022-11-01,13,8,1,3100
1869,2022-11-02,52,35,7,129500
1870,2022-11-02,1,23,3,31500
1871,2022-11-05,97,9,2,22200
1872,2022-11-05,78,8,7,21700
1873,2022-11-03,27,6,4,12400
1874,2022-11-02,42,21,2,6000
1875,2022-11-02,15,17,2,4800
1876,2022-11-05,2,1,10,31000
1877,2022-11-04,10,5,4,12400
1878,2022-11-02,66,16,8,72800
1879,2022-11-01,7,25,4,18400
1880,2022-11-05,47,1,4,12400
1881,2022-11-04,11,22,10,30000
1882,2022-11-01,41,13,4,45600
1883,2022-11-02,43,26,2,11600
1884,2022-11-03,7,20,1,19500
1885,2022-11-02,9,23,10,105000
1886,2022-11-03,61,32,8,177600
1887,2022-11-02,46,4,7,21700
1888,2022-11-01,57,23,5,52500
1889,2022-11-03,23,24,1,4600
1890,2022-11-05,73,2,8,24800
1891,2022-11-04,19,8,3,9300
1892,2022-11-01,6,35,7,129500
1893,2022-11-03,75,22,7,21000
1894,2022-11-03,3,31,8,71200
1895,2022-11-03,4,13,4,45600
1896,2022-11-02,63,27,5,29000
1897,2022-11-05,42,32,4,88800
1898,2022-11-03,35,9,8,88800
1899,2022-11-02,6,16,8,72800
1900,2022-11-05,14,20,3,58500
1901,2022-11-04,38,33,8,236000
1902,2022-11-03,24,29,4,11200
1903,2022-11-03,49,6,8,24800
1904,2022-11-01,75,26,8,46400
1905,2022-11-01,77,13,4,45600
1906,2022-11-04,18,20,7,136500
1907,2022-11-05,30,28,8,46400
1908,2022-11-05,58,30,2,39200
1909,2022-11-02,69,32,8,177600
1910,2022-11-01,9,10,7,80500
1911,2022-11-04,92,12,9,102600
1912,2022-11-01,83,18,6,52200
1913,2022-11-02,30,21,10,30000
1914,2022-11-01,71,2,8,24800
1915,2022-11-01,50,35,4,74000
1916,2022-11-01,91,28,6,34800
1917,2022-11-03,55,1,2,6200
1918,2022-11-03,33,8,9,27900
1919,2022-11-02,44,35,1,18500
1920,2022-11-04,43,13,7,79800
1921,2022-11-02,53,16,3,27300
1922,2022-11-04,53,10,5,57500
1923,2022-11-02,10,18,6,52200
1924,2022-11-01,92,23,3,31500
1925,2022-11-01,55,31,2,17800
1926,2022-11-01,55,10,6,69000
1927,2022-11-01,9,2,4,12400
1928,2022-11-01,51,6,1,3100
1929,2022-11-04,50,30,6,117600
1930,2022-11-01,74,6,7,21700
1931,2022-11-01,77,34,2,73200
1932,2022-11-04,80,23,8,84000
1933,2022-11-03,80,21,3,9000
1934,2022-11-02,93,8,2,6200
1935,2022-11-02,89,27,6,34800
1936,2022-11-04,21,11,5,58000
1937,2022-11-05,99,1,7,21700
1938,2022-11-01,56,6,4,12400
1939,2022-11-01,98,34,5,183000
1940,2022-11-01,46,14,9,102600
1941,2022-11-02,100,30,1,19600
1942,2022-11-01,60,9,1,11100
1943,2022-11-01,20,26,8,46400
1944,2022-11-02,92,4,6,18600
1945,2022-11-04,7,19,1,30300
1946,2022-11-05,3,22,10,30000
1947,2022-11-04,18,11,7,81200
1948,2022-11-02,76,19,3,90900
1949,2022-11-05,27,25,7,32200
1950,2022-11-03,33,17,4,9600
1951,2022-11-03,7,27,8,46400
1952,2022-11-05,18,9,7,77700
1953,2022-11-01,90,3,10,31000
1954,2022-11-04,31,33,7,206500
1955,2022-11-04,58,4,5,15500
1956,2022-11-05,36,11,3,34800
1957,2022-11-04,65,28,2,11600
1958,2022-11-01,36,12,1,11400
1959,2022-11-03,31,12,5,57000
1960,2022-11-04,52,5,9,27900
1961,2022-11-05,82,31,9,80100
1962,2022-11-03,4,30,8,156800
1963,2022-11-03,18,10,1,11500
1964,2022-11-01,7,10,9,103500
1965,2022-11-02,7,31,9,80100
1966,2022-11-04,48,21,4,12000
1967,2022-11-04,97,24,10,46000
1968,2022-11-05,24,21,8,24000
1969,2022-11-05,35,7,4,12400
1970,2022-11-05,74,21,5,15000
1971,2022-11-03,56,15,1,8600
1972,2022-11-01,9,7,2,6200
1973,2022-11-02,29,11,4,46400
1974,2022-11-01,7,5,4,12400
1975,2022-11-03,18,24,10,46000
1976,2022-11-02,6,10,6,69000
1977,2022-11-01,92,10,3,34500
1978,2022-11-02,56,23,9,94500
1979,2022-11-05,90,3,3,9300
1980,2022-11-05,54,3,7,21700
1981,2022-11-03,88,2,5,15500
1982,2022-11-05,7,32,9,199800
1983,2022-11-05,6,33,3,88500
1984,2022-11-02,78,35,4,74000
1985,2022-11-02,94,4,10,31000
1986,2022-11-04,46,23,9,94500
1987,2022-11-01,75,13,7,79800
1988,2022-11-02,94,8,10,31000
1989,2022-11-03,48,11,5,58000
1990,2022-11-03,6,16,4,36400
1991,2022-11-02,58,15,6,51600
1992,2022-11-01,42,20,5,97500
1993,2022-11-05,80,15,9,77400
1994,2022-11-03,98,31,7,62300
1995,2022-11-04,67,28,6,34800
1996,2022-11-05,68,3,1,3100
1997,2022-11-03,56,3,1,3100
1998,2022-11-05,97,15,5,43000
1999,2022-11-02,91,14,2,22800
2000,2022-11-01,11,10,10,115000
2001,2022-11-02,41,25,5,23000
2002,2022-11-03,54,4,2,6200
2003,2022-11-03,82,34,4,146400
2004,2022-11-04,16,21,7,21000
2005,2022-11-01,25,34,9,329400
2006,2022-11-03,91,18,3,26100
2007,2022-11-03,83,29,1,2800
2008,2022-11-04,38,24,8,36800
2009,2022-11-01,82,25,6,27600
2010,2022-11-05,91,8,2,6200
2011,2022-11-03,64,26,5,29000
2012,2022-11-01,99,12,1,11400
2013,2022-11-01,16,31,9,80100
2014,2022-11-03,8,7,5,15500
2015,2022-11-04,54,30,5,98000
2016,2022-11-02,36,32,7,155400
2017,2022-11-01,37,7,6,18600
2018,2022-11-04,35,9,3,33300
2019,2022-11-05,82,10,9,103500
2020,2022-11-01,26,27,9,52200
2021,2022-11-01,6,22,10,30000
2022,2022-11-01,83,10,8,92000
2023,2022-11-04,95,16,4,36400
2024,2022-11-03,41,35,4,74000
2025,2022-11-04,71,16,10,91000
2026,2022-11-03,39,31,6,53400
2027,2022-11-04,10,13,10,114000
2028,2022-11-04,17,29,10,28000
2029,2022-11-04,57,3,5,15500
2030,2022-11-05,11,32,1,22200
2031,2022-11-01,2,18,7,60900
2032,2022-11-02,72,34,4,146400
2033,2022-11-05,36,18,2,17400
2034,2022-11-03,19,4,6,18600
2035,2022-11-02,13,1,6,18600
2036,2022-11-03,55,35,2,37000
2037,2022-11-04,53,17,2,4800
2038,2022-11-05,32,14,3,34200
2039,2022-11-02,80,18,1,8700
2040,2022-11-02,14,31,9,80100
2041,2022-11-05,98,5,2,6200
2042,2022-11-05,91,27,5,29000
2043,2022-11-01,79,1,10,31000
2044,2022-11-01,79,15,9,77400
2045,2022-11-02,64,31,5,44500
2046,2022-11-04,28,34,9,329400
2047,2022-11-02,56,26,2,11600
2048,2022-11-02,25,17,4,9600
2049,2022-11-01,30,17,5,12000
2050,2022-11-03,92,31,1,8900
2051,2022-11-03,79,22,5,15000
2052,2022-11-04,28,18,3,26100
2053,2022-11-01,5,13,10,114000
2054,2022-11-05,64,25,4,18400
2055,2022-11-02,7,19,10,303000
2056,2022-11-04,90,11,2,23200
2057,2022-11-02,93,24,9,41400
2058,2022-11-03,21,33,1,29500
2059,2022-11-04,67,1,4,12400
2060,2022-11-02,67,6,2,6200
2061,2022-11-04,43,28,1,5800
2062,2022-11-05,94,6,9,27900
2063,2022-11-04,42,35,1,18500
2064,2022-11-03,69,29,3,8400
2065,2022-11-01,90,31,7,62300
2066,2022-11-05,36,9,5,55500
2067,2022-11-04,80,15,2,17200
2068,2022-11-05,10,34,9,329400
2069,2022-11-05,64,25,1,4600
2070,2022-11-05,47,9,1,11100
2071,2022-11-03,23,33,1,29500
2072,2022-11-05,55,26,10,58000
2073,2022-11-02,8,33,5,147500
2074,2022-11-04,33,35,1,18500
2075,2022-11-03,95,1,5,15500
2076,2022-11-05,8,26,3,17400
2077,2022-11-02,92,10,8,92000
2078,2022-11-03,74,18,7,60900
2079,2022-11-03,96,13,6,68400
2080,2022-11-01,83,35,5,92500
2081,2022-11-01,15,2,2,6200
2082,2022-11-03,20,11,5,58000
2083,2022-11-02,52,2,2,6200
2084,2022-11-03,28,35,8,148000
2085,2022-11-03,52,10,3,34500
2086,2022-11-01,81,16,1,9100
2087,2022-11-04,84,25,2,9200
2088,2022-11-05,26,33,9,265500
2089,2022-11-02,99,22,7,21000
2090,2022-11-03,61,27,9,52200
2091,2022-11-02,43,18,3,26100
2092,2022-11-01,18,20,1,19500
2093,2022-11-04,99,20,1,19500
2094,2022-11-04,13,20,10,195000
2095,2022-11-04,6,4,9,27900
2096,2022-11-02,88,31,1,8900
2097,2022-11-03,94,34,6,219600
2098,2022-11-03,3,25,1,4600
2099,2022-11-04,5,29,5,14000
2100,2022-11-05,71,1,7,21700
2101,2022-11-01,87,10,4,46000
2102,2022-11-02,5,4,10,31000
2103,2022-11-03,37,13,6,68400
2104,2022-11-01,38,32,4,88800
2105,2022-11-01,98,1,6,18600
2106,2022-11-05,99,13,4,45600
2107,2022-11-02,21,14,10,114000
2108,2022-11-01,63,21,2,6000
2109,2022-11-02,92,2,3,9300
2110,2022-11-02,16,20,2,39000
2111,2022-11-04,100,1,1,3100
2112,2022-11-01,20,20,6,117000
2113,2022-11-05,15,23,4,42000
2114,2022-11-01,89,12,7,79800
2115,2022-11-02,61,6,9,27900
2116,2022-11-05,27,1,9,27900
2117,2022-11-01,52,7,9,27900
2118,2022-11-02,88,13,9,102600
2119,2022-11-02,51,5,6,18600
2120,2022-11-04,75,25,2,9200
2121,2022-11-03,94,31,2,17800
2122,2022-11-04,85,24,10,46000
2123,2022-11-03,60,33,6,177000
2124,2022-11-01,48,31,6,53400
2125,2022-11-03,89,30,4,78400
2126,2022-11-03,66,16,5,45500
2127,2022-11-03,9,12,6,68400
2128,2022-11-01,58,22,6,18000
2129,2022-11-02,96,2,7,21700
2130,2022-11-02,33,8,6,18600
2131,2022-11-04,24,30,9,176400
2132,2022-11-05,6,17,8,19200
2133,2022-11-02,97,22,8,24000
2134,2022-11-02,11,32,10,222000
2135,2022-11-04,62,20,2,39000
2136,2022-11-03,37,6,7,21700
2137,2022-11-02,30,15,6,51600
2138,2022-11-01,21,21,2,6000
2139,2022-11-05,79,16,3,27300
2140,2022-11-02,35,26,7,40600
2141,2022-11-03,40,11,8,92800
2142,2022-11-01,42,32,6,133200
2143,2022-11-03,37,22,5,15000
2144,2022-11-03,74,15,10,86000
2145,2022-11-02,98,6,3,9300
2146,2022-11-05,21,34,2,73200
2147,2022-11-02,93,8,3,9300
2148,2022-11-04,52,12,4,45600
2149,2022-11-01,50,35,5,92500
2150,2022-11-02,89,31,10,89000
2151,2022-11-04,55,29,4,11200
2152,2022-11-01,19,28,6,34800
2153,2022-11-01,85,16,3,27300
2154,2022-11-03,91,35,5,92500
2155,2022-11-05,16,24,2,9200
2156,2022-11-04,47,19,4,121200
2157,2022-11-04,87,6,5,15500
2158,2022-11-03,89,34,4,146400
2159,2022-11-05,35,25,6,27600
2160,2022-11-04,76,1,6,18600
2161,2022-11-02,30,18,1,8700
2162,2022-11-01,51,25,6,27600
2163,2022-11-01,54,29,10,28000
2164,2022-11-04,93,8,1,3100
2165,2022-11-04,64,16,3,27300
2166,2022-11-04,55,19,7,212100
2167,2022-11-02,67,32,10,222000
2168,2022-11-03,48,31,2,17800
2169,2022-11-04,41,29,2,5600
2170,2022-11-04,8,4,9,27900
2171,2022-11-01,15,32,8,177600
2172,2022-11-04,34,5,1,3100
2173,2022-11-05,99,29,6,16800
2174,2022-11-05,82,6,5,15500
2175,2022-11-02,32,3,4,12400
2176,2022-11-01,28,10,1,11500
2177,2022-11-04,46,8,9,27900
2178,2022-11-02,69,12,4,45600
2179,2022-11-02,33,10,6,69000
2180,2022-11-04,57,7,7,21700
2181,2022-11-02,27,24,4,18400
2182,2022-11-05,61,21,9,27000
2183,2022-11-04,83,15,4,34400
2184,2022-11-01,50,14,1,11400
2185,2022-11-01,61,27,5,29000
2186,2022-11-03,64,32,3,66600
2187,2022-11-01,24,3,8,24800
2188,2022-11-04,47,5,7,21700
2189,2022-11-03,98,10,8,92000
2190,2022-11-04,56,5,9,27900
2191,2022-11-05,55,22,5,15000
2192,2022-11-05,60,16,2,18200
2193,2022-11-04,35,10,1,11500
2194,2022-11-05,74,5,5,15500
2195,2022-11-01,98,35,4,74000
2196,2022-11-04,2,3,3,9300
2197,2022-11-01,87,23,2,21000
2198,2022-11-01,8,6,5,15500
2199,2022-11-01,90,27,2,11600
2200,2022-11-05,86,24,10,46000
2201,2022-11-04,74,15,9,77400
2202,2022-11-03,29,21,6,18000
2203,2022-11-01,19,30,9,176400
2204,2022-11-04,70,17,2,4800
2205,2022-11-01,14,18,9,78300
2206,2022-11-05,89,14,8,91200
2207,2022-11-02,74,12,6,68400
2208,2022-11-02,12,10,7,80500
2209,2022-11-05,28,6,9,27900
2210,2022-11-05,39,15,6,51600
2211,2022-11-05,22,33,10,295000
2212,2022-11-02,75,28,7,40600
2213,2022-11-05,100,4,2,6200
2214,2022-11-05,89,21,3,9000
2215,2022-11-04,38,32,4,88800
2216,2022-11-02,19,28,5,29000
2217,2022-11-01,70,22,3,9000
2218,2022-11-02,72,10,4,46000
2219,2022-11-02,10,15,7,60200
2220,2022-11-04,7,18,1,8700
2221,2022-11-01,27,4,5,15500
2222,2022-11-05,24,17,3,7200
2223,2022-11-02,57,33,2,59000
2224,2022-11-05,88,8,5,15500
2225,2022-11-02,27,30,5,98000
2226,2022-11-02,78,9,8,88800
2227,2022-11-02,20,18,10,87000
2228,2022-11-04,35,19,10,303000
2229,2022-11-04,78,5,4,12400
2230,2022-11-01,100,18,2,17400
2231,2022-11-02,71,24,6,27600
2232,2022-11-01,17,15,9,77400
2233,2022-11-04,79,18,5,43500
2234,2022-11-05,41,19,1,30300
2235,2022-11-02,53,18,10,87000
2236,2022-11-05,51,34,10,366000
2237,2022-11-03,8,23,4,42000
2238,2022-11-02,8,8,9,27900
2239,2022-11-03,30,34,4,146400
2240,2022-11-02,9,8,7,21700
2241,2022-11-05,54,31,7,62300
2242,2022-11-02,90,26,9,52200
2243,2022-11-03,26,18,5,43500
2244,2022-11-04,2,25,2,9200
2245,2022-11-05,64,24,6,27600
2246,2022-11-01,66,4,10,31000
2247,2022-11-04,76,17,3,7200
2248,2022-11-04,2,35,3,55500
2249,2022-11-01,8,11,10,116000
2250,2022-11-01,95,17,6,14400
2251,2022-11-03,77,5,2,6200
2252,2022-11-04,99,16,6,54600
2253,2022-11-04,15,14,8,91200
2254,2022-11-04,89,14,10,114000
2255,2022-11-05,83,3,6,18600
2256,2022-11-05,55,20,8,156000
2257,2022-11-02,54,4,4,12400
